2e+06,908,157,23,36,-1
2e+06,742,94,23,36,-1
2e+06,703,177,23,36,-1
2e+06,1185,161,23,36,-1
2e+06,1155,169,23,36,-1
2e+06,1184,153,23,36,-1
2e+06,1113,165,23,36,-1
2e+06,1109,145,23,36,-1
2e+06,1123,155,23,36,-1
2e+06,1113,151,23,36,-1
2e+06,984,135,20,32,-1
2e+06,1022,134,20,32,-1
2e+06,1022,131,20,32,-1
2e+06,1016,130,20,32,-1
2e+06,1005,128,20,32,-1
2e+06,1029,136,20,32,-1
2e+06,1027,143,20,32,-1
2e+06,991,129,20,32,-1
2e+06,1238,133,20,32,-1
2e+06,989,135,20,32,-1
2e+06,1042,154,21,34,-1
2e+06,1033,139,21,34,-1
2e+06,972,146,21,34,-1
2e+06,1034,157,21,34,-1
2e+06,1024,151,21,34,-1
2e+06,999,138,21,34,-1
2e+06,1183,163,21,34,-1
2e+06,1015,146,21,34,-1
2e+06,1020,149,21,34,-1
2e+06,1046,234,21,34,-1
2e+06,952,125,21,30,-1
2e+06,996,127,21,30,-1
2e+06,1023,126,21,30,-1
2e+06,1020,128,21,30,-1
2e+06,1009,135,21,30,-1
2e+06,989,133,21,30,-1
2e+06,1002,125,21,30,-1
2e+06,1040,142,21,30,-1
2e+06,1013,135,21,30,-1
2e+06,993,158,21,30,-1
2e+06,1087,158,21,32,-1
2e+06,1006,141,21,32,-1
2e+06,1252,222,21,32,-1
2e+06,1024,142,21,32,-1
2e+06,1051,170,21,32,-1
2e+06,1084,148,21,32,-1
2e+06,1055,185,21,32,-1
2e+06,1053,152,21,32,-1
2e+06,1127,165,21,32,-1
2e+06,1010,121,21,32,-1
2e+06,1149,152,21,34,-1
2e+06,1176,202,21,34,-1
2e+06,1128,151,21,34,-1
2e+06,1144,247,21,34,-1
2e+06,1078,143,21,34,-1
2e+06,1110,141,21,34,-1
2e+06,1149,138,21,34,-1
2e+06,1096,142,21,34,-1
2e+06,1071,151,21,34,-1
2e+06,1175,237,21,34,-1
2e+06,1101,156,22,34,-1
2e+06,1152,172,22,34,-1
2e+06,1066,219,22,34,-1
2e+06,1101,220,22,34,-1
2e+06,1116,185,22,34,-1
2e+06,1050,187,22,34,-1
2e+06,1129,190,22,34,-1
2e+06,1044,150,22,34,-1
2e+06,1094,154,22,34,-1
2e+06,1147,157,22,34,-1
2e+06,901,153,22,34,-1
2e+06,1066,245,22,34,-1
2e+06,1163,154,22,34,-1
2e+06,1090,139,22,34,-1
2e+06,1080,240,22,34,-1
2e+06,1120,210,22,34,-1
2e+06,1059,140,22,34,-1
2e+06,1064,144,22,34,-1
2e+06,1137,165,22,34,-1
2e+06,1012,225,22,34,-1
2e+06,1080,144,22,30,-1
2e+06,1104,151,22,30,-1
2e+06,1031,150,22,30,-1
2e+06,1057,139,22,30,-1
2e+06,1074,123,22,30,-1
2e+06,1080,139,22,30,-1
2e+06,1086,145,22,30,-1
2e+06,1086,154,22,30,-1
2e+06,1104,151,22,30,-1
2e+06,817,184,22,30,-1
2e+06,985,145,21,32,-1
2e+06,987,143,21,32,-1
2e+06,983,135,21,32,-1
2e+06,1041,148,21,32,-1
2e+06,1025,140,21,32,-1
2e+06,929,146,21,32,-1
2e+06,1045,146,21,32,-1
2e+06,1016,140,21,32,-1
2e+06,967,143,21,32,-1
2e+06,1016,157,21,32,-1
