13636,127,45,5,8,5
13153,47,16,5,8,5
12640,118,35,5,8,5
12825,70,31,5,8,5
13240,67,15,5,8,5
13345,28,16,5,8,5
12843,71,31,5,8,5
12897,22,15,5,8,5
13008,97,36,5,8,5
12956,152,38,5,8,5
32683,169,53,5,6,5
32487,70,39,5,6,5
31910,42,16,5,6,5
30483,41,31,5,6,5
30795,60,15,5,6,5
31812,42,16,5,6,5
31511,59,15,5,6,5
30154,40,31,5,6,5
32255,43,16,5,6,5
31451,40,29,5,6,5
3565,35,40,4,6,4
4556,19,43,4,6,4
3606,22,12,4,6,4
4212,23,15,4,6,4
3668,19,26,4,6,4
4041,17,15,4,6,4
3608,18,15,4,6,4
4039,22,15,4,6,4
4461,21,15,4,6,4
3574,21,14,4,6,4
11381,34,23,5,6,5
11908,23,14,5,6,5
11391,22,15,5,6,5
11701,25,15,5,6,5
12421,24,16,5,6,5
12126,23,16,5,6,5
11939,24,15,5,6,5
12064,24,17,5,6,5
12212,24,15,5,6,5
11616,23,15,5,6,5
3452,55,37,5,6,4
4471,61,16,5,6,4
3497,23,16,5,6,4
3988,24,16,5,6,4
3567,22,15,5,6,4
3510,22,15,5,6,4
4021,23,16,5,6,4
3574,20,16,5,6,4
4189,22,14,5,6,4
3484,20,16,5,6,4
23516,39,23,5,8,5
24205,23,15,5,8,5
23688,32,19,5,8,5
23804,23,15,5,8,5
21758,53,31,5,8,5
22133,43,47,5,8,5
23011,59,14,5,8,5
23876,43,15,5,8,5
22036,42,30,5,8,5
22813,25,16,5,8,5
110935,73,39,6,8,6
109822,44,28,6,8,6
111413,61,47,6,8,6
109326,60,16,6,8,6
109684,44,15,6,8,6
110087,50,34,6,8,6
116390,43,28,6,8,6
124504,44,16,6,8,6
123968,59,17,6,8,6
130884,51,34,6,8,6
18965,42,45,5,8,5
19597,43,15,5,8,5
19102,23,16,5,8,5
19572,24,28,5,8,5
18706,42,35,5,8,5
18757,23,16,5,8,5
27825,41,28,5,8,5
19239,42,28,5,8,5
20026,43,49,5,8,5
19302,43,16,5,8,5
15139,38,40,5,8,5
14980,24,16,5,8,5
15355,24,15,5,8,5
16285,24,17,5,8,5
14688,25,16,5,8,5
14991,22,15,5,8,5
15174,24,16,5,8,5
15020,23,16,5,8,5
14746,33,15,5,8,5
16513,23,15,5,8,5
11168,57,24,5,8,5
10886,42,49,5,8,5
10686,42,23,5,8,5
11057,42,31,5,8,5
10228,41,17,5,8,5
10712,41,37,5,8,5
11160,55,17,5,8,5
10865,22,15,5,8,5
10523,24,16,5,8,5
10975,23,15,5,8,5
12979,39,24,5,8,5
12388,22,16,5,8,5
12834,22,15,5,8,5
13588,22,14,5,8,5
14164,25,16,5,8,5
13468,26,18,5,8,5
14294,25,17,5,8,5
14384,25,16,5,8,5
13445,25,17,5,8,5
