1.28677e+06,89,90,8,10,7
1.2746e+06,113,26,8,10,7
1.25896e+06,80,37,8,10,7
1.22796e+06,42,24,8,10,7
1.22267e+06,47,25,8,10,7
1.27683e+06,60,110,8,10,7
1.37219e+06,37,47,8,10,7
1.38469e+06,59,28,8,10,7
1.3481e+06,39,20,8,10,7
1.3214e+06,111,38,8,10,7
195294,33,26,6,8,6
187922,33,17,6,8,6
179736,33,18,6,8,6
181545,33,17,6,8,6
187373,34,17,6,8,6
178867,58,48,6,8,6
175319,53,37,6,8,6
173439,34,29,6,8,6
169501,65,35,6,8,6
170086,52,18,6,8,6
1.27783e+06,54,32,7,10,7
1.26298e+06,55,50,7,10,7
1.28837e+06,54,45,7,10,7
1.29832e+06,72,33,7,10,7
1.26498e+06,54,20,7,10,7
1.26917e+06,54,26,7,10,7
1.27098e+06,64,19,7,10,7
1.26572e+06,74,50,7,10,7
1.26274e+06,54,51,7,10,7
1.26772e+06,72,33,7,10,7
1.32602e+06,72,33,7,12,7
1.30274e+06,53,35,7,12,7
1.30921e+06,54,50,7,12,7
1.29988e+06,106,19,7,12,7
1.29849e+06,53,26,7,12,7
1.29899e+06,53,35,7,12,7
1.30538e+06,69,21,7,12,7
1.30414e+06,71,18,7,12,7
1.3431e+06,47,45,7,12,7
1.30002e+06,54,19,7,12,7
912691,55,18,7,10,7
934960,52,18,7,10,7
1.12688e+06,53,31,7,10,7
907582,71,19,7,10,7
902265,53,51,7,10,7
906306,54,49,7,10,7
904819,71,31,7,10,7
937624,53,54,7,10,7
905992,34,19,7,10,7
908006,54,37,7,10,7
107377,52,32,6,8,6
103068,49,17,6,8,6
103879,63,31,6,8,6
103037,65,18,6,8,6
100801,52,48,6,8,6
101975,70,17,6,8,6
102340,46,33,6,8,6
100699,52,31,6,8,6
101593,71,30,6,8,6
105243,53,18,6,8,6
14498,51,51,5,8,5
15505,69,24,5,8,5
14978,32,33,5,8,5
16670,68,42,5,8,5
14966,50,19,5,8,5
15020,50,18,5,8,5
14616,68,16,5,8,5
15184,65,17,5,8,5
15072,50,17,5,8,5
14317,50,33,5,8,5
1.0825e+06,54,31,7,10,7
1.11542e+06,72,51,7,10,7
1.19553e+06,96,36,7,10,7
1.19802e+06,35,53,7,10,7
1.0816e+06,53,18,7,10,7
1.08445e+06,71,32,7,10,7
1.07707e+06,54,31,7,10,7
1.07652e+06,55,32,7,10,7
1.11195e+06,53,49,7,10,7
1.07625e+06,72,49,7,10,7
1.11142e+06,72,22,7,12,7
1.10611e+06,88,19,7,12,7
1.14813e+06,108,22,7,12,7
1.06417e+06,55,52,7,12,7
1.09679e+06,74,36,7,12,7
1.0525e+06,54,32,7,12,7
1.10356e+06,50,33,7,12,7
1.07794e+06,33,32,7,12,7
1.19827e+06,56,26,7,12,7
1.18554e+06,36,21,7,12,7
303715,34,21,6,8,6
296487,51,18,6,8,6
279912,35,17,6,8,6
286447,35,49,6,8,6
310076,34,32,6,8,6
320205,35,33,6,8,6
305058,53,17,6,8,6
300631,42,32,6,8,6
300763,35,19,6,8,6
315320,34,18,6,8,6
