2,334.47,5.04,5.41,41.74924060278332,2.605045609248066,2.494822922401791,1.0,2.0,0.0,0.0
3,346.16,6.92,5.96,43.353776063797476,8.381894870264219,3.2873187625273954,1.0,2.0,0.0,0.0
4,2871.26,23.25,18.77,470.89035846677695,12.334049938231477,5.098732264697834,1.0,1.3333333333333333,0.0,0.0
5,1178.99,11.84,9.03,350.23880727471095,12.731667350954215,4.026314955540875,1.0,1.3333333333333333,0.0,0.36698792170878686
6,1598.12,17.62,11.9,438.18137197680454,12.341749789992821,5.313409755733434,1.0,1.6333333333333333,0.0,0.3805011757946942
7,2488.96,15.61,11.62,750.6077392232364,4.327256811786367,3.0904871963998026,1.0,1.6166666666666667,0.0,0.2600397103405253
8,7970.64,30.43,18.44,5610.246967897945,21.91270790378879,8.917489341828011,1.075,1.59,0.11514154661795957,0.2311586975096188
9,10403.07,26.6,16.96,5818.32611607757,9.903575520023466,6.29561335175116,1.0,1.49,0.0,0.15208981928884374
10,23536.61,36.44,20.31,33826.68229980617,15.479096363884562,9.778036612735708,1.0,1.5866666666666667,0.0,0.2587199778448254
11,59105.02,42.21,25.7,53468.550216951146,18.67656393462246,12.791648159102197,1.02,1.7133333333333334,0.06030226891555271,0.146948000758936
12,215648.65,46.92,24.73,309739.3030113014,21.100854499428703,13.610642746012987,1.0,1.4795238095238095,0.0,0.20345455550481276
13,590432.61,54.92,29.7,481779.391678577,20.397900466330928,12.83500579420881,1.0,1.5380952380952382,0.0,0.19969284001541177
14,672709.55,63.34,35.65,564024.9915764868,22.363941034304723,18.848344781706988,1.0142857142857142,1.6647619047619049,0.04307304922539478,0.20131726809542277
15,5000000.0,85.7,42.26,0.0,17.66380765888547,9.738624547686808,-7.73,-11.26,0.4461960433384737,0.9704731741878194
16,5000000.0,104.3,49.47,0.0,23.16454099687623,9.334907875844573,-8.3,-12.0,0.7849596270902193,1.556997888323046
17,5000000.0,120.31,56.38,0.0,12.654455836789369,15.874367878928457,-8.9,-13.0,0.30151134457776363,1.005037815259212
20,5000000.0,161.73,64.47,0.0,15.248682672031812,10.657624007955501,-10.2,-15.4,0.9847319278346619,0.9211323729436766
25,5000000.0,267.76,108.82,0.0,21.40382293805563,36.63618016346269,-13.0,-19.6,1.4213381090374029,2.1649177090293032
30,5000000.0,420.47,135.44,0.0,82.5226574335739,40.56303736161778,-15.0,-23.0,1.005037815259212,2.2473328748774737
35,5000000.0,602.27,124.63,0.0,72.75014040737605,31.893653781201543,-17.4,-25.4,1.119162746219357,2.5505000500000987
40,5000000.0,858.79,141.68,0.0,262.80323687719545,50.12104136865861,-20.0,-30.8,0.6356417261637282,1.6080605044147394
45,5000000.0,1129.82,164.42,0.0,180.5413509253196,33.28061892392622,-21.9,-34.4,1.1415035273840826,2.1649177090293032
50,5000000.0,1431.52,184.42,0.0,150.7237408658837,32.87938778952768,-24.2,-37.0,1.6696942198734437,3.6237153766973935
