4120,116,54,3,4,3
2880,32,19,3,4,3
2800,29,20,3,4,3
2882,20,34,3,4,3
2806,31,20,3,4,3
2709,56,22,3,4,3
2766,19,19,3,4,3
2764,29,15,3,4,3
2747,29,21,3,4,3
2850,18,20,3,4,3
2781,40,18,3,4,3
2833,53,19,3,4,3
2774,16,18,3,4,3
2748,27,21,3,4,3
2762,28,15,3,4,3
2833,22,16,3,4,3
2754,32,22,3,4,3
2774,46,15,3,4,3
2770,15,13,3,4,3
2821,42,16,3,4,3
2732,18,19,3,4,3
2982,23,16,3,4,3
3562,23,21,3,4,3
2727,18,18,3,4,3
3461,22,20,3,4,3
2830,18,21,3,4,3
2710,17,21,3,4,3
2813,18,19,3,4,3
2892,20,19,3,4,3
3451,37,19,3,4,3
2700,19,20,3,4,3
3594,25,15,3,4,3
2750,20,19,3,4,3
2797,18,21,3,4,3
2706,17,15,3,4,3
2868,34,16,3,4,3
3410,21,20,3,4,3
2654,18,14,3,4,3
3513,17,17,3,4,3
2968,21,19,3,4,3
2762,22,20,3,4,3
2694,21,15,3,4,3
2698,18,13,3,4,3
3450,17,15,3,4,3
2726,19,15,3,4,3
3605,16,21,3,4,3
2971,23,20,3,4,3
2738,16,21,3,4,3
2878,33,20,3,4,3
2729,21,20,3,4,3
3431,15,21,3,4,3
2705,22,15,3,4,3
3483,18,21,3,4,3
2922,23,16,3,4,3
2704,22,22,3,4,3
2831,17,20,3,4,3
2728,17,20,3,4,3
3376,18,20,3,4,3
2815,16,16,3,4,3
3402,18,20,3,4,3
2747,18,21,3,4,3
2683,22,19,3,4,3
2710,17,15,3,4,3
2673,17,20,3,4,3
3785,45,14,3,4,3
2681,17,20,3,4,3
3517,17,15,3,4,3
2755,23,20,3,4,3
2872,24,19,3,4,3
2818,21,20,3,4,3
2688,18,18,3,4,3
3395,21,19,3,4,3
2704,18,22,3,4,3
3705,18,19,3,4,3
2767,20,18,3,4,3
2697,22,18,3,4,3
2716,16,22,3,4,3
2683,18,15,3,4,3
3908,23,20,3,4,3
2688,22,27,3,4,3
3409,19,15,3,4,3
2620,24,20,3,4,3
2766,18,19,3,4,3
2837,21,20,3,4,3
2669,16,18,3,4,3
3660,24,16,3,4,3
3580,23,20,3,4,3
3863,23,22,3,4,3
2959,28,25,3,4,3
2767,29,20,3,4,3
2402,23,18,3,4,3
2021,23,16,3,4,3
2351,19,11,3,4,3
1594,18,11,3,4,3
2266,19,13,3,4,3
1433,14,12,3,4,3
1728,13,29,3,4,3
1704,13,10,3,4,3
1854,11,13,3,4,3
2509,14,11,3,4,3
