5e+06,501,109,20,32,-1
5e+06,475,102,20,32,-1
5e+06,715,150,20,32,-1
5e+06,644,135,20,32,-1
5e+06,766,144,20,32,-1
5e+06,772,137,20,32,-1
5e+06,956,123,20,32,-1
5e+06,744,115,20,32,-1
5e+06,764,107,20,32,-1
5e+06,708,121,20,32,-1
5e+06,749,118,20,28,-1
5e+06,806,122,20,28,-1
5e+06,785,115,20,28,-1
5e+06,636,115,20,28,-1
5e+06,770,117,20,28,-1
5e+06,675,113,20,28,-1
5e+06,761,114,20,28,-1
5e+06,807,119,20,28,-1
5e+06,808,110,20,28,-1
5e+06,807,120,20,28,-1
5e+06,767,129,19,32,-1
5e+06,713,117,19,32,-1
5e+06,772,119,19,32,-1
5e+06,741,109,19,32,-1
5e+06,769,124,19,32,-1
5e+06,734,126,19,32,-1
5e+06,785,132,19,32,-1
5e+06,775,136,19,32,-1
5e+06,743,121,19,32,-1
5e+06,771,129,19,32,-1
5e+06,833,119,21,32,-1
5e+06,825,135,21,32,-1
5e+06,903,118,21,32,-1
5e+06,875,118,21,32,-1
5e+06,837,197,21,32,-1
5e+06,857,117,21,32,-1
5e+06,875,125,21,32,-1
5e+06,837,211,21,32,-1
5e+06,877,123,21,32,-1
5e+06,879,131,21,32,-1
5e+06,859,140,20,32,-1
5e+06,848,130,20,32,-1
5e+06,907,129,20,32,-1
5e+06,840,121,20,32,-1
5e+06,872,147,20,32,-1
5e+06,828,176,20,32,-1
5e+06,854,127,20,32,-1
5e+06,856,139,20,32,-1
5e+06,845,127,20,32,-1
5e+06,778,138,20,32,-1
5e+06,846,125,20,32,-1
5e+06,826,142,20,32,-1
5e+06,831,140,20,32,-1
5e+06,892,146,20,32,-1
5e+06,813,146,20,32,-1
5e+06,849,128,20,32,-1
5e+06,889,138,20,32,-1
5e+06,897,138,20,32,-1
5e+06,829,120,20,32,-1
5e+06,852,134,20,32,-1
5e+06,951,134,21,32,-1
5e+06,876,137,21,32,-1
5e+06,894,147,21,32,-1
5e+06,969,141,21,32,-1
5e+06,889,122,21,32,-1
5e+06,839,141,21,32,-1
5e+06,952,144,21,32,-1
5e+06,936,131,21,32,-1
5e+06,975,155,21,32,-1
5e+06,894,138,21,32,-1
5e+06,854,145,20,30,-1
5e+06,938,136,20,30,-1
5e+06,841,148,20,30,-1
5e+06,905,139,20,30,-1
5e+06,846,154,20,30,-1
5e+06,873,149,20,30,-1
5e+06,909,143,20,30,-1
5e+06,861,139,20,30,-1
5e+06,936,145,20,30,-1
5e+06,823,147,20,30,-1
5e+06,867,169,19,30,-1
5e+06,822,211,19,30,-1
5e+06,831,147,19,30,-1
5e+06,861,249,19,30,-1
5e+06,893,134,19,30,-1
5e+06,836,136,19,30,-1
5e+06,839,117,19,30,-1
5e+06,934,139,19,30,-1
5e+06,837,120,19,30,-1
5e+06,926,148,19,30,-1
5e+06,892,147,20,28,-1
5e+06,889,254,20,28,-1
5e+06,861,147,20,28,-1
5e+06,862,133,20,28,-1
5e+06,883,146,20,28,-1
5e+06,935,145,20,28,-1
5e+06,877,152,20,28,-1
5e+06,1040,158,20,28,-1
5e+06,890,135,20,28,-1
5e+06,3315,573,20,28,-1
