4678,90,33,4,6,4
4401,73,32,4,6,4
3649,27,29,4,6,4
3669,55,34,4,6,4
3791,27,58,4,6,4
3823,80,11,4,6,4
3647,27,22,4,6,4
3624,27,28,4,6,4
3641,31,11,4,6,4
3696,24,14,4,6,4
4082,33,16,4,8,4
4137,55,15,4,8,4
4123,32,20,4,8,4
4079,24,18,4,8,4
4099,23,15,4,8,4
4547,21,14,4,8,4
4494,21,21,4,8,4
4174,30,14,4,8,4
4440,23,14,4,8,4
3980,21,16,4,8,4
4220,23,19,4,6,4
3614,23,18,4,6,4
3576,23,18,4,6,4
4231,22,15,4,6,4
3790,23,14,4,6,4
4306,32,20,4,6,4
3681,22,14,4,6,4
4084,22,14,4,6,4
3606,23,15,4,6,4
3574,20,14,4,6,4
12750,22,14,5,8,5
12227,23,15,5,8,5
12155,37,14,5,8,5
12433,61,28,5,8,5
12794,23,15,5,8,5
12317,23,15,5,8,5
12613,23,14,5,8,5
12840,22,15,5,8,5
12733,22,15,5,8,5
12332,22,15,5,8,5
115105,29,16,6,10,6
145370,57,22,6,10,6
122823,26,17,6,10,6
115239,63,43,6,10,6
115404,63,41,6,10,6
118922,42,29,6,10,6
122118,44,29,6,10,6
120866,61,32,6,10,6
120960,44,29,6,10,6
121312,27,74,6,10,6
14139,24,17,5,10,5
14322,42,17,5,10,5
14426,23,16,5,10,5
13572,23,28,5,10,5
14122,42,17,5,10,5
14144,42,32,5,10,5
13747,43,16,5,10,5
13411,43,17,5,10,5
14117,43,30,5,10,5
14595,37,16,5,10,5
14072,44,32,5,6,5
14372,45,16,5,6,5
14562,45,15,5,6,5
14157,45,16,5,6,5
13986,33,13,5,6,5
14485,58,15,5,6,5
14533,27,15,5,6,5
13226,24,15,5,6,5
13048,25,15,5,6,5
13795,27,14,5,6,5
18117,23,17,5,8,5
17571,42,28,5,8,5
18042,43,15,5,8,5
18853,60,28,5,8,5
18257,60,17,5,8,5
18172,24,15,5,8,5
18538,22,16,5,8,5
18224,22,16,5,8,5
18246,22,15,5,8,5
18493,24,31,5,8,5
27715,44,15,5,6,5
28004,62,14,5,6,5
29631,60,15,5,6,5
29442,25,16,5,6,5
28099,41,14,5,6,5
29283,44,15,5,6,5
29316,44,15,5,6,5
29427,45,15,5,6,5
28582,39,15,5,6,5
29393,44,15,5,6,5
14530,43,16,5,8,5
13591,24,15,5,8,5
13570,44,31,5,8,5
14049,44,16,5,8,5
14083,34,17,5,8,5
13508,72,31,5,8,5
13712,24,15,5,8,5
13840,24,37,5,8,5
14377,57,16,5,8,5
13396,42,30,5,8,5
